ID,Sta,cast,nisk,qc,YYYY,MM,DD,TIME,Lat,Long,btm,Press,CTD T,CTD Salt,Bot Sal,qc,CTD O2,Bot O2,qc,DIC,qc,TA,qc,pH TOT,pH Temp,qc,CO3,qc,Sil,Amm,Nitra,Nitri,PO4,qc,Line,PO4 4 co2sys,SIL 4 co2sys,nut flag,TA 4 co2sys,TA flag,DIC 4 co2sys,DIC flag,Blanc1,pH TOT in situ,pCO2,CO2,HCO3,CO3,Calc,Arag,Revelle Factor,Blanc2,pH TOT in situ,pCO2,CO2,HCO3,CO3,Calc,Arag,Revelle Factor
660114,66,1,14,2,2016,05,26,06:24:20,41.718,-125.657,2859,59.7,11.01,32.572,-999.000,9,256.6,261.6,2,2013.0,2,2180.6,2,7.8213,25.0,2,128.39,2,3.85,0.12,3.18,0.24,0.63,2,9,0.63,3.85,2,2180.6,2,2013.0,2,,8.035,392.55,16.83,1873.56,122.61,2.93,1.86,12.98,,8.035,392.55,16.83,1873.56,122.61,2.93,1.86,12.98
660115,66,1,15,2,2016,05,26,06:26:10,41.718,-125.657,2859,49.6,12.52,32.506,-999.000,9,269.6,-999,9,1998.3,2,2179.9,2,7.8608,25.0,2,134.66,2,2.66,0.07,0.77,0.12,0.45,2,9,0.45,2.66,2,2179.9,2,1998.3,2,,8.047,381.68,15.60,1850.89,131.81,3.16,2.01,12.45,,8.047,381.68,15.60,1850.89,131.81,3.16,2.01,12.45
660116,66,1,16,2,2016,05,26,06:28:18,41.718,-125.657,2859,40.1,13.32,32.327,-999.000,9,270.6,269.9,2,1980.9,2,2174.8,2,7.8864,25.0,2,142.13,2,2.05,0.02,0.13,0.03,0.35,2,9,0.35,2.05,2,2174.8,2,1980.9,2,,8.067,362.60,14.47,1826.71,139.72,3.36,2.14,12.01,,8.067,362.60,14.47,1826.71,139.72,3.36,2.14,12.01
660117,66,1,17,2,2016,05,26,06:30:15,41.718,-125.657,2859,29.9,13.59,32.295,-999.000,9,269.5,-999,9,1979.3,2,2173.7,2,7.8913,25.0,2,143.03,2,2.03,0.01,0.00,0.02,0.31,2,9,0.31,2.03,2,2173.7,2,1979.3,2,,8.065,365.05,14.44,1824.67,140.18,3.38,2.15,11.99,,8.065,365.05,14.44,1824.67,140.18,3.38,2.15,11.99
660118,66,1,18,2,2016,05,26,06:32:15,41.718,-125.657,2859,19.8,13.93,32.310,-999.000,9,266.8,-999,9,1978.8,2,2173.1,2,7.8908,25.0,2,142.94,2,1.82,0.01,0.07,0.02,0.29,2,9,0.29,1.82,2,2173.1,2,1978.8,2,,8.060,370.47,14.51,1824.03,140.27,3.39,2.16,11.98,,8.060,370.47,14.51,1824.03,140.27,3.39,2.16,11.98
660119,66,1,19,2,2016,05,26,06:34:12,41.718,-125.657,2859,10.3,13.98,32.316,32.318,2,265.9,-999,9,1978.6,2,2174.2,2,7.8903,25.0,2,145.10,2,1.80,0.00,0.00,0.01,0.30,2,9,0.30,1.80,2,2174.2,2,1978.6,2,,8.062,368.80,14.42,1823.06,141.13,3.41,2.18,11.94,,8.062,368.80,14.42,1823.06,141.13,3.41,2.18,11.94
660120,66,1,20,2,2016,05,26,06:36:16,41.718,-125.657,2859,4.1,13.98,32.316,-999.000,9,265.7,265.4,2,1978.1,6,2173.7,6,7.8899,25.0,2,142.88,2,1.78,0.00,0.01,0.00,0.30,2,9,0.30,1.78,2,2173.7,2,1978.1,2,,8.062,368.74,14.41,1822.56,141.12,3.42,2.18,11.94,,8.062,368.74,14.41,1822.56,141.12,3.42,2.18,11.94
660121,66,1,21,2,2016,05,26,06:36:18,41.718,-125.657,2859,4.1,13.98,32.316,-999.000,9,265.7,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,9,0.82,9.85,3,2222.7,3,2050.3,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.001,444.33,17.37,1904.94,127.95,3.10,1.98,12.89
660122,66,1,22,2,2016,05,26,06:36:22,41.718,-125.657,2859,4.2,13.98,32.316,-999.000,9,265.7,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,9,0.82,9.85,3,2222.7,3,2050.3,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.001,444.37,17.37,1904.94,127.95,3.10,1.98,12.89
670101,67,1,1,2,2016,05,26,12:59:29,41.844,-125.048,1173,1175.6,3.25,34.469,34.470,2,21.4,20.8,2,2376.0,6,2386.2,6,7.3221,25.0,2,49.25,3,131.70,0.00,42.72,0.01,3.08,2,9,3.08,131.70,2,2386.2,2,2376.0,2,,7.588,1105.71,61.37,2270.62,44.00,0.83,0.53,19.19,,7.588,1105.71,61.37,2270.62,44.00,0.83,0.53,19.19
670102,67,1,2,2,2016,05,26,13:03:52,41.844,-125.048,1173,1001.1,3.60,34.424,-999.000,9,13.8,13.1,2,2374.4,2,2377.4,2,7.3076,25.0,2,48.02,2,123.33,0.01,43.07,0.00,3.14,2,9,3.14,123.33,2,2377.4,2,2374.4,2,,7.566,1186.37,65.02,2267.52,41.86,0.82,0.52,19.07,,7.566,1186.37,65.02,2267.52,41.86,0.82,0.52,19.07
670103,67,1,3,2,2016,05,26,13:09:36,41.844,-125.048,1173,751.5,4.22,34.315,-999.000,9,10.4,9.6,2,2354.2,2,2351.9,2,7.2919,25.0,3,46.52,2,86.87,0.28,34.71,0.13,2.55,3,9,2.55,86.87,2,2351.9,2,2354.2,2,,7.553,1251.47,67.10,2246.65,40.45,0.83,0.53,18.94,,7.553,1251.47,67.10,2246.65,40.45,0.83,0.53,18.94
670104,67,1,4,2,2016,05,26,13:15:38,41.844,-125.048,1173,500.8,5.60,34.105,34.109,2,35.4,-999,9,2303.7,2,2305.3,2,7.3077,25.0,2,47.12,2,73.64,0.02,39.13,0.01,2.91,2,9,2.91,73.64,2,2305.3,2,2303.7,2,,7.557,1262.89,64.52,2197.95,41.23,0.90,0.57,18.82,,7.557,1262.89,64.52,2197.95,41.23,0.90,0.57,18.82
670105,67,1,5,2,2016,05,26,13:19:15,41.844,-125.048,1173,399.9,6.18,34.069,-999.000,9,52.4,52.5,2,2281.2,2,2291.4,2,7.3423,25.0,2,49.96,3,62.93,0.01,36.93,0.03,2.63,2,9,2.63,62.93,2,2291.4,2,2281.2,2,,7.583,1195.65,59.85,2177.26,44.09,0.98,0.62,18.83,,7.583,1195.65,59.85,2177.26,44.09,0.98,0.62,18.83
670106,67,1,6,2,2016,05,26,13:22:42,41.844,-125.048,1173,302.8,6.74,34.007,-999.000,9,76.2,-999,9,2254.1,2,2280.7,2,7.3870,25.0,2,55.11,2,46.94,0.19,29.97,0.04,2.23,2,9,2.23,46.94,2,2280.7,2,2254.1,2,,7.637,1058.29,51.96,2152.03,50.10,1.13,0.72,18.73,,7.637,1058.29,51.96,2152.03,50.10,1.13,0.72,18.73
670107,67,1,7,2,2016,05,26,13:25:58,41.844,-125.048,1173,200.9,7.55,33.951,-999.000,9,99.3,99.3,2,2227.7,2,2268.3,2,7.4379,25.0,3,60.80,2,40.91,0.35,30.19,0.07,2.14,2,9,2.14,40.91,2,2268.3,2,2227.7,2,,7.679,967.35,46.20,2125.77,55.74,1.29,0.82,18.41,,7.679,967.35,46.20,2125.77,55.74,1.29,0.82,18.41
670108,67,1,8,2,2016,05,26,13:28:34,41.844,-125.048,1173,150.2,7.99,33.872,-999.000,9,114.2,-999,9,2208.5,2,2258.5,2,7.4498,25.0,2,64.30,2,23.56,0.33,18.71,0.05,1.81,2,9,1.81,23.56,2,2258.5,2,2208.5,2,,7.709,902.41,42.48,2106.14,59.88,1.40,0.88,18.13,,7.709,902.41,42.48,2106.14,59.88,1.40,0.88,18.13
670109,67,1,9,2,2016,05,26,13:30:24,41.844,-125.048,1173,124.7,8.47,33.738,-999.000,9,140.0,135.6,2,2183.2,2,2247.6,2,7.5080,25.0,2,69.52,2,29.05,0.01,26.45,0.02,2.14,2,9,2.14,29.05,2,2247.6,2,2183.2,2,,7.751,814.46,37.74,2079.40,66.06,1.55,0.98,17.61,,7.751,814.46,37.74,2079.40,66.06,1.55,0.98,17.61
670110,67,1,10,2,2016,05,26,13:32:17,41.844,-125.048,1173,100.5,8.97,33.524,-999.000,9,160.5,-999,9,2152.9,2,2235.4,2,7.5455,25.0,2,76.02,2,23.41,0.02,22.95,0.04,1.69,2,9,1.69,23.41,2,2235.4,2,2152.9,2,,7.807,709.10,32.35,2045.64,74.91,1.77,1.12,16.84,,7.807,709.10,32.35,2045.64,74.91,1.77,1.12,16.84
670111,67,1,11,2,2016,05,26,13:34:03,41.844,-125.048,1173,80.3,9.59,33.253,-999.000,9,187.4,186.7,2,2114.7,2,2219.4,2,7.6273,25.0,2,86.63,3,14.65,0.37,14.97,0.23,1.26,2,9,1.26,14.65,2,2219.4,2,2114.7,2,,7.872,601.70,26.93,2001.23,86.54,2.05,1.30,15.79,,7.872,601.70,26.93,2001.23,86.54,2.05,1.30,15.79
670112,67,1,12,2,2016,05,26,13:35:45,41.844,-125.048,1173,60.7,10.28,32.813,-999.000,9,231.9,-999,9,2068.6,2,2195.5,2,7.7148,25.0,2,102.24,2,10.01,0.01,10.15,0.10,1.04,2,9,1.04,10.01,2,2195.5,2,2068.6,2,,7.934,511.98,22.45,1947.48,98.66,2.35,1.49,14.72,,7.934,511.98,22.45,1947.48,98.66,2.35,1.49,14.72
670113,67,1,13,2,2016,05,26,13:36:59,41.844,-125.048,1173,51.1,10.54,32.697,-999.000,9,245.9,235.4,2,2048.0,2,2192.6,2,7.7522,25.0,2,109.46,2,8.44,0.02,8.72,0.11,0.92,2,9,0.92,8.44,2,2192.6,2,2048.0,2,,7.980,454.89,19.80,1919.28,108.93,2.61,1.65,13.94,,7.980,454.89,19.80,1919.28,108.93,2.61,1.65,13.94
670114,67,1,14,2,2016,05,26,13:38:30,41.844,-125.048,1173,41.0,11.49,32.503,-999.000,9,272.6,-999,9,2005.4,2,2180.5,6,7.8383,25.0,2,131.49,2,3.14,0.02,1.19,0.06,0.50,2,9,0.50,3.14,2,2180.5,2,2005.4,2,,8.048,380.88,16.09,1861.84,127.47,3.06,1.94,12.70,,8.048,380.88,16.09,1861.84,127.47,3.06,1.94,12.70
670115,67,1,15,2,2016,05,26,13:39:46,41.844,-125.048,1173,30.6,12.57,32.371,-999.000,9,277.9,-999,9,1983.2,2,2182.5,2,7.8884,25.0,2,142.97,2,1.57,0.34,0.16,0.04,0.35,2,9,0.35,1.57,2,2182.5,2,1983.2,2,,8.090,342.67,13.99,1826.24,142.97,3.44,2.19,11.88,,8.090,342.67,13.99,1826.24,142.97,3.44,2.19,11.88
670116,67,1,16,2,2016,05,26,13:41:01,41.844,-125.048,1173,20.5,13.13,32.287,-999.000,9,272.9,273.7,2,1976.5,6,2175.0,2,7.8982,25.0,2,145.01,2,1.18,0.00,0.03,0.02,0.32,2,9,0.32,1.18,2,2175.0,2,1976.5,2,,8.082,349.57,14.03,1819.87,142.59,3.44,2.19,11.87,,8.082,349.57,14.03,1819.87,142.59,3.44,2.19,11.87
670117,67,1,17,2,2016,05,26,13:42:30,41.844,-125.048,1173,10.1,13.14,32.286,-999.000,9,272.4,-999,9,1976.1,2,2175.7,6,7.9026,25.0,2,147.18,2,0.98,0.01,0.00,0.02,0.32,2,9,0.32,0.98,2,2175.7,2,1976.1,2,,8.084,347.60,13.95,1818.82,143.32,3.47,2.21,11.84,,8.084,347.60,13.95,1818.82,143.32,3.47,2.21,11.84
670118,67,1,18,2,2016,05,26,13:43:32,41.844,-125.048,1173,3.8,13.14,32.285,-999.000,9,272.1,271.7,2,1974.5,2,2175.9,6,7.9024,25.0,6,146.59,6,0.98,0.01,0.00,0.01,0.29,2,9,0.29,0.98,2,2175.9,2,1974.5,2,,8.089,343.94,13.80,1816.22,144.48,3.50,2.23,11.78,,8.089,343.94,13.80,1816.22,144.48,3.50,2.23,11.78
670119,67,1,19,2,2016,05,26,13:43:40,41.844,-125.048,1173,4.2,13.13,32.286,-999.000,9,272.1,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,9,0.82,9.85,3,2222.7,3,2050.3,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.014,428.48,17.20,1905.42,127.63,3.09,1.97,12.91
670120,67,1,20,2,2016,05,26,13:43:45,41.844,-125.048,1173,4.0,13.13,32.286,-999.000,9,272.1,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,9,0.82,9.85,3,2222.7,3,2050.3,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.014,428.48,17.20,1905.42,127.63,3.09,1.97,12.91
680101,68,1,1,2,2016,05,26,16:32:16,41.898,-124.796,694,692.7,4.40,34.286,34.286,2,12.1,-999,9,2351.7,6,2342.6,6,7.2854,25.0,6,47.02,6,104.11,0.05,41.93,0.04,3.06,2,9,3.06,104.11,2,2342.6,2,2351.7,2,,7.528,1333.50,71.05,2242.44,38.21,0.80,0.51,18.74,,7.528,1333.50,71.05,2242.44,38.21,0.80,0.51,18.74
680102,68,1,2,2,2016,05,26,16:39:13,41.898,-124.796,694,500.4,5.26,34.128,-999.000,9,28.2,0.0,4,2317.3,2,2311.2,2,7.2962,25.0,2,47.48,2,80.99,0.03,40.13,0.02,3.03,2,9,3.03,80.99,2,2311.2,2,2317.3,2,,7.535,1331.38,68.83,2209.56,38.91,0.85,0.54,18.71,,7.535,1331.38,68.83,2209.56,38.91,0.85,0.54,18.71
680103,68,1,3,2,2016,05,26,16:43:59,41.898,-124.796,694,400.3,5.90,34.063,-999.000,9,47.1,47.5,2,2290.7,2,2294.9,2,7.3260,25.0,2,49.77,2,68.33,0.01,38.00,0.02,2.86,2,9,2.86,68.33,2,2294.9,2,2290.7,2,,7.566,1246.16,63.00,2185.65,42.05,0.93,0.59,18.81,,7.566,1246.16,63.00,2185.65,42.05,0.93,0.59,18.81
680104,68,1,4,2,2016,05,26,16:48:27,41.898,-124.796,694,300.5,6.56,34.019,-999.000,9,69.1,69.1,2,2263.5,2,2282.8,2,7.3696,25.0,2,53.26,2,56.85,0.05,35.31,0.03,2.63,2,9,2.63,56.85,2,2282.8,2,2263.5,2,,7.613,1121.80,55.42,2160.81,47.26,1.07,0.68,18.79,,7.613,1121.80,55.42,2160.81,47.26,1.07,0.68,18.79
680105,68,1,5,2,2016,05,26,16:52:59,41.898,-124.796,694,200.2,7.55,33.943,-999.000,9,102.3,-999,9,2225.9,2,2263.9,2,7.4394,25.0,2,61.25,2,42.01,0.01,30.87,0.03,2.31,2,9,2.31,42.01,2,2263.9,2,2225.9,2,,7.669,987.34,47.16,2124.23,54.51,1.26,0.80,18.46,,7.669,987.34,47.16,2124.23,54.51,1.26,0.80,18.46
680106,68,1,6,2,2016,05,26,16:56:08,41.898,-124.796,694,149.8,8.10,33.848,33.852,2,123.6,123.1,2,2202.3,2,2255.5,2,7.4798,25.0,2,65.54,2,35.08,0.08,28.37,0.03,2.13,2,9,2.13,35.08,2,2255.5,2,2202.3,2,,7.717,884.29,41.47,2099.79,61.03,1.42,0.90,18.02,,7.717,884.29,41.47,2099.79,61.03,1.42,0.90,18.02
680107,68,1,7,2,2016,05,26,16:58:19,41.898,-124.796,694,125.0,8.53,33.736,-999.000,9,133.4,-999,9,2184.5,2,2244.0,2,7.5051,25.0,2,69.13,2,29.72,0.05,26.41,0.03,1.98,2,9,1.98,29.72,2,2244.0,2,2184.5,2,,7.734,846.60,39.16,2081.51,63.83,1.50,0.95,17.77,,7.734,846.60,39.16,2081.51,63.83,1.50,0.95,17.77
680108,68,1,8,2,2016,05,26,17:00:32,41.898,-124.796,694,100.3,8.85,33.657,-999.000,9,140.6,139.3,2,2176.5,2,2240.1,2,7.5190,25.0,2,71.09,2,27.33,0.00,25.14,0.03,1.94,2,9,1.94,27.33,2,2240.1,2,2176.5,2,,7.745,826.70,37.83,2072.87,65.79,1.55,0.98,17.60,,7.745,826.70,37.83,2072.87,65.79,1.55,0.98,17.60
680109,68,1,9,2,2016,05,26,17:02:59,41.898,-124.796,694,80.9,9.26,33.507,-999.000,9,153.1,-999,9,2157.0,2,2230.1,2,7.5480,25.0,2,75.29,2,23.56,0.02,22.94,0.05,1.77,2,9,1.77,23.56,2,2230.1,2,2157.0,2,,7.774,770.88,34.83,2051.87,70.29,1.66,1.06,17.20,,7.774,770.88,34.83,2051.87,70.29,1.66,1.06,17.20
680110,68,1,10,2,2016,05,26,17:04:59,41.898,-124.796,694,60.0,9.64,33.082,-999.000,9,202.0,204.2,2,2094.9,2,2208.5,2,7.6676,25.0,2,95.42,3,15.24,0.03,15.12,0.07,1.34,2,9,1.34,15.24,2,2208.5,2,2094.9,2,,7.900,558.79,24.99,1978.82,91.09,2.17,1.38,15.36,,7.900,558.79,24.99,1978.82,91.09,2.17,1.38,15.36
680111,68,1,11,2,2016,05,26,17:06:38,41.898,-124.796,694,50.1,9.97,32.905,-999.000,9,224.6,-999,9,2068.6,2,2194.6,2,7.7183,25.0,3,103.00,2,11.07,0.05,11.26,0.06,1.04,2,9,1.04,11.07,2,2194.6,2,2068.6,2,,7.935,509.56,22.56,1948.04,97.99,2.34,1.48,14.76,,7.935,509.56,22.56,1948.04,97.99,2.34,1.48,14.76
680112,68,1,12,2,2016,05,26,17:08:14,41.898,-124.796,694,39.7,10.31,32.668,-999.000,9,246.7,-999,9,2041.5,2,2185.3,2,7.7628,25.0,2,111.69,3,7.10,0.01,7.00,0.23,0.84,2,9,0.84,7.10,2,2185.3,2,2041.5,2,,7.984,449.92,19.73,1913.49,108.28,2.60,1.65,13.96,,7.984,449.92,19.73,1913.49,108.28,2.60,1.65,13.96
680113,68,1,13,2,2016,05,26,17:09:59,41.898,-124.796,694,30.7,10.78,32.528,-999.000,9,264.8,265.3,2,2017.4,2,2179.3,2,7.8169,25.0,2,124.14,2,3.92,0.08,2.58,0.18,0.62,2,9,0.62,3.92,2,2179.3,2,2017.4,2,,8.026,402.66,17.40,1880.82,119.18,2.87,1.82,13.20,,8.026,402.66,17.40,1880.82,119.18,2.87,1.82,13.20
680114,68,1,14,2,2016,05,26,17:11:43,41.898,-124.796,694,20.2,11.98,32.533,-999.000,9,282.7,-999,9,1988.8,2,2184.5,2,7.8967,25.0,3,148.16,2,2.12,0.07,0.45,0.07,0.36,2,9,0.36,2.12,2,2184.5,2,1988.8,2,,8.088,343.66,14.29,1834.07,140.45,3.38,2.15,12.00,,8.088,343.66,14.29,1834.07,140.45,3.38,2.15,12.00
680115,68,1,15,2,2016,05,26,17:13:26,41.898,-124.796,694,10.1,11.98,32.533,-999.000,9,282.2,-999,9,1985.1,2,2185.3,2,7.9032,25.0,2,148.65,2,1.90,0.10,0.22,0.06,0.35,2,9,0.35,1.90,2,2185.3,2,1985.1,2,,8.099,334.75,13.92,1827.91,143.27,3.46,2.20,11.86,,8.099,334.75,13.92,1827.91,143.27,3.46,2.20,11.86
680116,68,1,16,2,2016,05,26,17:15:03,41.898,-124.796,694,4.2,11.98,32.533,-999.000,9,282.0,282.8,2,1983.9,6,2185.1,6,7.9049,25.0,2,149.36,2,1.68,0.12,0.20,0.07,0.34,2,9,0.34,1.68,2,2185.1,2,1983.9,2,,8.101,332.67,13.83,1826.16,143.91,3.48,2.21,11.83,,8.101,332.67,13.83,1826.16,143.91,3.48,2.21,11.83
680117,68,1,17,2,2016,05,26,17:15:08,41.898,-124.796,694,4.5,11.98,32.533,-999.000,9,282.0,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,9,0.82,9.85,3,2222.7,3,2050.3,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.029,410.71,17.07,1906.17,127.01,3.07,1.95,12.93
680118,68,1,18,2,2016,05,26,17:15:14,41.898,-124.796,694,4.3,11.98,32.533,-999.000,9,282.1,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,9,0.82,9.85,3,2222.7,3,2050.3,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.028,410.78,17.07,1906.16,127.01,3.07,1.95,12.93
690101,69,1,1,2,2016,05,26,18:45:44,41.940,-124.605,446,442.8,5.61,34.123,34.125,2,34.8,34.9,2,2301.9,2,2307.1,6,7.3108,25.0,6,47.87,6,77.98,0.10,38.79,0.03,2.87,2,9,2.87,77.98,2,2307.1,2,2301.9,2,,7.571,1228.38,62.73,2196.70,42.47,0.93,0.59,18.84,,7.571,1228.38,62.73,2196.70,42.47,0.93,0.59,18.84
690102,69,1,2,2,2016,05,26,18:49:14,41.940,-124.605,446,399.9,5.76,34.106,-999.000,9,38.9,39.3,2,2295.3,6,2301.5,2,7.3201,25.0,2,49.12,2,73.86,0.08,38.39,0.03,2.82,2,9,2.82,73.86,2,2301.5,2,2295.3,2,,7.574,1222.82,62.11,2190.40,42.79,0.95,0.60,18.83,,7.574,1222.82,62.11,2190.40,42.79,0.95,0.60,18.83
690103,69,1,3,2,2016,05,26,18:53:01,41.940,-124.605,446,299.9,6.48,34.044,-999.000,9,61.6,61.7,2,2267.1,2,2286.9,2,7.3598,25.0,2,52.53,2,60.26,0.08,35.82,0.07,2.59,2,9,2.59,60.26,2,2286.9,2,2267.1,2,,7.616,1115.76,55.28,2164.31,47.51,1.07,0.68,18.79,,7.616,1115.76,55.28,2164.31,47.51,1.07,0.68,18.79
690104,69,1,4,2,2016,05,26,18:57:22,41.940,-124.605,446,200.0,7.23,33.988,-999.000,9,87.5,-999,9,2239.0,2,2273.1,2,7.4132,25.0,2,58.23,2,46.86,0.00,32.46,0.07,2.20,2,9,2.20,46.86,2,2273.1,2,2239.0,2,,7.660,1011.37,48.83,2137.07,53.10,1.23,0.78,18.56,,7.660,1011.37,48.83,2137.07,53.10,1.23,0.78,18.56
690105,69,1,5,2,2016,05,26,19:00:49,41.940,-124.605,446,150.4,7.52,33.950,-999.000,9,100.1,100.5,2,2223.2,2,2266.8,2,7.4390,25.0,2,61.41,2,40.36,0.07,29.94,0.20,2.07,2,9,2.07,40.36,2,2266.8,2,2223.2,2,,7.692,941.80,45.02,2121.15,57.02,1.33,0.84,18.33,,7.692,941.80,45.02,2121.15,57.02,1.33,0.84,18.33
690106,69,1,6,2,2016,05,26,19:03:14,41.940,-124.605,446,124.7,7.79,33.902,-999.000,9,107.4,-999,9,2215.4,2,2260.9,2,7.4480,25.0,2,61.64,2,33.67,0.94,25.90,0.27,1.99,2,9,1.99,33.67,2,2260.9,2,2215.4,2,,7.696,932.94,44.21,2113.33,57.87,1.36,0.86,18.26,,7.696,932.94,44.21,2113.33,57.87,1.36,0.86,18.26
690107,69,1,7,2,2016,05,26,19:05:27,41.940,-124.605,446,100.0,8.11,33.844,-999.000,9,124.8,127.6,2,2205.4,2,2258.0,2,7.4704,25.0,2,65.11,2,27.57,0.49,23.27,0.12,1.84,2,9,1.84,27.57,2,2258.0,2,2205.4,2,,7.718,888.07,41.64,2102.69,61.07,1.44,0.91,18.04,,7.718,888.07,41.64,2102.69,61.07,1.44,0.91,18.04
690108,69,1,8,2,2016,05,26,19:07:44,41.940,-124.605,446,80.3,8.52,33.774,-999.000,9,154.2,-999,9,2188.8,2,2254.6,2,7.5076,25.0,2,71.71,2,25.02,0.16,22.42,0.09,1.69,2,9,1.69,25.02,2,2254.6,2,2188.8,2,,7.757,807.97,37.38,2084.23,67.19,1.59,1.01,17.55,,7.757,807.97,37.38,2084.23,67.19,1.59,1.01,17.55
690109,69,1,9,2,2016,05,26,19:09:55,41.940,-124.605,446,60.3,8.84,33.581,-999.000,9,162.0,163.9,2,2162.2,2,2238.6,2,7.5435,25.0,2,74.81,2,27.22,0.61,23.42,0.12,1.75,2,9,1.75,27.22,2,2238.6,2,2162.2,2,,7.790,743.15,34.05,2056.21,71.95,1.71,1.08,17.10,,7.790,743.15,34.05,2056.21,71.95,1.71,1.08,17.10
690110,69,1,10,2,2016,05,26,19:11:31,41.940,-124.605,446,50.1,8.99,33.447,-999.000,9,158.6,-999,9,2149.7,2,2229.7,2,7.5539,25.0,2,75.88,2,25.27,0.26,22.35,0.08,1.55,2,9,1.55,25.27,2,2229.7,2,2149.7,2,,7.802,719.77,32.83,2043.18,73.69,1.76,1.11,16.93,,7.802,719.77,32.83,2043.18,73.69,1.76,1.11,16.93
690111,69,1,11,2,2016,05,26,19:13:22,41.940,-124.605,446,40.1,9.45,33.289,-999.000,9,175.4,173.6,2,2131.3,2,2220.8,2,7.5925,25.0,2,81.87,2,20.75,0.37,19.20,0.14,1.53,2,9,1.53,20.75,2,2220.8,2,2131.3,2,,7.828,674.81,30.34,2022.49,78.47,1.87,1.19,16.48,,7.828,674.81,30.34,2022.49,78.47,1.87,1.19,16.48
690112,69,1,12,2,2016,05,26,19:15:01,41.940,-124.605,446,29.7,10.84,33.228,-999.000,9,266.3,-999,9,2040.6,2,2233.6,2,7.8509,25.0,3,138.78,2,8.52,0.17,6.42,0.13,0.70,2,9,0.70,8.52,2,2233.6,2,2040.6,2,,8.083,353.71,15.19,1886.53,138.88,3.33,2.11,12.25,,8.083,353.71,15.19,1886.53,138.88,3.33,2.11,12.25
690113,69,1,13,2,2016,05,26,19:16:47,41.940,-124.605,446,20.2,10.94,33.216,-999.000,9,286.1,277.9,2,2032.2,2,2236.4,2,7.8769,25.0,2,143.82,2,7.55,0.23,4.99,0.14,0.66,2,9,0.66,7.55,2,2236.4,2,2032.2,2,,8.107,333.01,14.26,1871.99,145.95,3.50,2.22,11.90,,8.107,333.01,14.26,1871.99,145.95,3.50,2.22,11.90
690114,69,1,14,2,2016,05,26,19:18:33,41.940,-124.605,446,10.4,10.95,33.186,-999.000,9,288.3,-999,9,2031.3,2,2231.9,2,7.8807,25.0,3,147.26,3,7.37,0.20,4.68,0.15,0.64,2,9,0.64,7.37,2,2231.9,2,2031.3,2,,8.100,338.77,14.50,1873.13,143.66,3.45,2.19,12.00,,8.100,338.77,14.50,1873.13,143.66,3.45,2.19,12.00
690115,69,1,15,2,2016,05,26,19:20:08,41.940,-124.605,446,4.8,10.97,33.186,33.193,2,288.1,281.8,2,2031.1,6,2234.2,6,7.8812,25.0,3,144.18,2,7.19,0.15,4.54,0.15,0.62,2,9,0.62,7.19,2,2234.2,2,2031.1,2,,8.105,334.72,14.32,1871.47,145.31,3.50,2.22,11.93,,8.105,334.72,14.32,1871.47,145.31,3.50,2.22,11.93
690116,69,1,16,2,2016,05,26,19:20:13,41.940,-124.605,446,4.9,10.97,33.185,-999.000,9,288.1,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,9,0.82,9.85,3,2222.7,3,2050.3,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.036,400.19,17.12,1906.94,126.19,3.04,1.93,12.91
690117,69,1,17,2,2016,05,26,19:20:24,41.940,-124.605,446,4.9,10.96,33.187,-999.000,9,288.1,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,9,0.82,9.85,3,2222.7,3,2050.3,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.036,400.05,17.12,1906.94,126.19,3.04,1.93,12.91
690118,69,1,18,2,2016,05,26,19:20:35,41.940,-124.605,446,4.7,10.98,33.185,-999.000,9,288.1,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,-999,-999,-999,9,9,0.82,9.85,3,2222.7,3,2050.3,3,,-999.000,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,,8.036,400.25,17.12,1906.93,126.19,3.04,1.93,12.91
